"Draw Date","Numbers As Drawn","Numbers In Order","Jackpot","6 of 6","5 of 6","4 of 6","3 of 6"
"01-18-2020","24--43--44--42--17--14","14--17--24--42--43--44","$1.50 Million",0,8,497,7928
"01-15-2020","41--36--15--14--23--7","7--14--15--23--36--41","$1.40 Million",0,12,456,7932
"01-11-2020","9--26--34--15--3--31","3--9--15--26--31--34","$1.30 Million",0,11,450,7793
"01-08-2020","19--26--24--44--22--40","19--22--24--26--40--44","$1.20 Million",0,10,481,7765
"01-04-2020","1--44--21--18--5--29","1--5--18--21--29--44","$1.10 Million",0,14,529,8355
"01-01-2020","35--4--9--40--15--5","4--5--9--15--35--40","$1.00 Million",0,7,509,7598
"12-28-2019","16--2--21--26--9--5","2--5--9--16--21--26","$2.00 Million",1,15,700,9875
"12-25-2019","41--24--8--32--14--6","6--8--14--24--32--41","$1.90 Million",0,3,613,8987
"12-21-2019","42--24--36--30--43--15","15--24--30--36--42--43","$1.80 Million",0,11,552,8405
"12-18-2019","14--12--42--20--28--16","12--14--16--20--28--42","$1.70 Million",0,12,440,7637
"12-14-2019","5--16--4--44--20--21","4--5--16--20--21--44","$1.60 Million",0,20,518,9145
"12-11-2019","27--11--40--26--41--24","11--24--26--27--40--41","$1.50 Million",0,11,504,8040
"12-07-2019","23--7--15--22--44--42","7--15--22--23--42--44","$1.40 Million",0,13,540,8371
"12-04-2019","29--34--10--35--17--14","10--14--17--29--34--35","$1.30 Million",0,9,493,7430
"11-30-2019","20--37--43--6--40--36","6--20--36--37--40--43","$1.20 Million",0,6,443,6813
"11-27-2019","5--44--2--11--12--26","2--5--11--12--26--44","$1.10 Million",0,7,532,8501
"11-23-2019","38--8--2--44--18--29","2--8--18--29--38--44","$1.00 Million",0,14,452,7461
"11-20-2019","24--15--40--26--8--28","8--15--24--26--28--40","$2.40 Million",1,13,553,8882
"11-16-2019","15--41--8--43--40--3","3--8--15--40--41--43","$2.30 Million",0,10,560,9360
"11-13-2019","7--12--41--22--34--10","7--10--12--22--34--41","$2.20 Million",0,14,530,8622
"11-09-2019","11--38--39--7--18--22","7--11--18--22--38--39","$2.10 Million",0,15,578,9305
"11-06-2019","15--13--9--8--43--35","8--9--13--15--35--43","$2.00 Million",0,9,569,8752
"11-02-2019","28--41--23--33--17--3","3--17--23--28--33--41","$1.90 Million",0,9,586,8931
"10-30-2019","23--32--26--37--14--12","12--14--23--26--32--37","$1.80 Million",0,6,452,8146
"10-26-2019","25--21--43--41--14--29","14--21--25--29--41--43","$1.70 Million",0,6,556,8269
"10-23-2019","8--2--10--39--13--43","2--8--10--13--39--43","$1.60 Million",0,6,489,8091
"10-19-2019","30--14--44--40--19--15","14--15--19--30--40--44","$1.50 Million",0,8,479,7923
"10-16-2019","39--4--8--23--27--41","4--8--23--27--39--41","$1.40 Million",0,12,470,7702
"10-12-2019","24--31--15--7--23--25","7--15--23--24--25--31","$1.30 Million",0,15,516,7968
"10-09-2019","36--33--3--19--2--4","2--3--4--19--33--36","$1.20 Million",0,10,450,7355
"10-05-2019","1--29--10--15--38--39","1--10--15--29--38--39","$1.10 Million",0,9,473,7652
"10-02-2019","19--32--37--43--29--34","19--29--32--34--37--43","$1.00 Million",0,14,456,6980
"09-28-2019","40--27--2--8--6--24","2--6--8--24--27--40","$1.00 Million",1,16,491,7728
"09-25-2019","12--32--18--19--28--42","12--18--19--28--32--42","$1.20 Million",1,7,414,7058
"09-21-2019","22--44--41--37--32--24","22--24--32--37--41--44","$1.10 Million",0,11,430,7419
"09-18-2019","15--23--24--38--11--18","11--15--18--23--24--38","$1.00 Million",0,9,477,7505
"09-14-2019","16--32--19--8--42--3","3--8--16--19--32--42","$5.00 Million",1,26,895,14716
"09-11-2019","28--33--39--38--24--6","6--24--28--33--38--39","$4.90 Million",0,23,813,13133
"09-07-2019","25--5--29--6--9--33","5--6--9--25--29--33","$4.80 Million",0,20,845,14140
"09-04-2019","2--27--13--29--37--12","2--12--13--27--29--37","$4.70 Million",0,20,820,13260
"08-31-2019","22--27--29--35--32--23","22--23--27--29--32--35","$4.60 Million",0,9,774,13199
"08-28-2019","1--28--19--13--3--37","1--3--13--19--28--37","$4.50 Million",0,20,929,13757
"08-24-2019","15--37--31--24--4--9","4--9--15--24--31--37","$4.40 Million",0,23,804,13170
"08-21-2019","30--43--34--39--17--38","17--30--34--38--39--43","$4.30 Million",0,16,719,12024
"08-17-2019","37--7--26--3--32--11","3--7--11--26--32--37","$4.20 Million",0,11,882,13799
"08-14-2019","34--5--23--25--15--32","5--15--23--25--32--34","$4.10 Million",0,15,712,11991
"08-10-2019","42--40--11--34--9--24","9--11--24--34--40--42","$4.00 Million",0,16,739,12062
"08-07-2019","5--12--21--41--7--34","5--7--12--21--34--41","$3.90 Million",0,17,705,11787
"08-03-2019","29--38--44--9--36--30","9--29--30--36--38--44","$3.80 Million",0,15,684,11272
"07-31-2019","19--28--9--31--30--24","9--19--24--28--30--31","$3.70 Million",0,8,669,11157
"07-27-2019","32--34--44--8--41--12","8--12--32--34--41--44","$3.60 Million",0,23,665,11314
"07-24-2019","37--7--1--8--10--27","1--7--8--10--27--37","$3.50 Million",0,11,797,11419
"07-20-2019","35--3--33--10--41--34","3--10--33--34--35--41","$3.40 Million",0,16,620,10196
"07-17-2019","24--18--27--32--20--14","14--18--20--24--27--32","$3.30 Million",0,10,621,9814
"07-13-2019","25--16--7--32--10--37","7--10--16--25--32--37","$3.20 Million",0,19,688,10874
"07-10-2019","39--30--27--37--41--26","26--27--30--37--39--41","$3.10 Million",0,5,621,9912
"07-06-2019","14--34--7--25--16--6","6--7--14--16--25--34","$3.00 Million",0,14,620,10014
"07-03-2019","31--33--29--11--42--12","11--12--29--31--33--42","$2.90 Million",0,11,586,9684
"06-29-2019","39--24--9--12--40--18","9--12--18--24--39--40","$2.80 Million",0,9,615,10149
"06-26-2019","22--40--9--15--31--26","9--15--22--26--31--40","$2.70 Million",0,10,590,9643
"06-22-2019","29--30--20--42--2--22","2--20--22--29--30--42","$2.60 Million",0,13,588,9750
"06-19-2019","5--8--28--13--34--12","5--8--12--13--28--34","$2.50 Million",0,9,615,9810
"06-15-2019","42--4--15--21--19--9","4--9--15--19--21--42","$2.40 Million",0,12,648,10309
"06-12-2019","31--20--37--23--21--15","15--20--21--23--31--37","$2.30 Million",0,17,526,8754
"06-08-2019","5--4--25--20--19--40","4--5--19--20--25--40","$2.20 Million",0,20,610,9649
"06-05-2019","22--17--6--18--4--24","4--6--17--18--22--24","$2.10 Million",0,11,625,9021
"06-01-2019","38--12--5--13--37--34","5--12--13--34--37--38","$2.00 Million",0,14,563,9274
"05-29-2019","24--4--42--25--26--34","4--24--25--26--34--42","$1.90 Million",0,13,480,7716
"05-25-2019","44--28--42--34--40--37","28--34--37--40--42--44","$1.80 Million",0,12,548,8672
"05-22-2019","43--2--44--8--5--40","2--5--8--40--43--44","$1.70 Million",0,18,562,8473
"05-18-2019","22--32--42--41--43--38","22--32--38--41--42--43","$1.60 Million",0,10,486,7941
"05-15-2019","15--21--28--9--41--5","5--9--15--21--28--41","$1.50 Million",0,9,612,8423
"05-11-2019","33--40--44--37--2--1","1--2--33--37--40--44","$1.40 Million",0,6,490,8364
"05-08-2019","16--1--38--18--42--44","1--16--18--38--42--44","$1.30 Million",0,10,529,7686
"05-04-2019","7--39--5--21--22--26","5--7--21--22--26--39","$1.20 Million",0,7,563,8873
"05-01-2019","42--38--10--34--33--12","10--12--33--34--38--42","$1.10 Million",0,17,478,7095
"04-27-2019","33--36--39--42--23--37","23--33--36--37--39--42","$1.00 Million",0,13,479,7133
"04-24-2019","40--30--42--20--26--6","6--20--26--30--40--42","$2.10 Million",1,15,563,9625
"04-20-2019","23--27--31--9--25--35","9--23--25--27--31--35","$2.00 Million",0,10,595,9631
"04-17-2019","1--17--30--19--43--32","1--17--19--30--32--43","$1.90 Million",0,13,554,8587
"04-13-2019","14--3--17--37--43--44","3--14--17--37--43--44","$1.80 Million",0,11,565,9151
"04-10-2019","38--19--33--14--37--29","14--19--29--33--37--38","$1.70 Million",0,13,482,8178
"04-06-2019","39--6--20--37--1--14","1--6--14--20--37--39","$1.60 Million",0,15,513,8867
"04-03-2019","41--6--25--1--27--13","1--6--13--25--27--41","$1.50 Million",0,19,589,9047
"03-30-2019","6--4--17--2--40--3","2--3--4--6--17--40","$1.40 Million",0,11,601,8920
"03-27-2019","30--3--36--7--32--26","3--7--26--30--32--36","$1.30 Million",0,14,564,9271
"03-23-2019","9--33--5--41--26--36","5--9--26--33--36--41","$1.20 Million",0,5,534,8529
"03-20-2019","21--13--11--29--10--6","6--10--11--13--21--29","$1.10 Million",0,11,612,9234
"03-16-2019","13--14--24--40--10--12","10--12--13--14--24--40","$1.00 Million",0,13,496,8234
"03-13-2019","10--33--19--12--37--42","10--12--19--33--37--42","$1.90 Million",1,9,568,9276
"03-09-2019","28--3--27--42--5--33","3--5--27--28--33--42","$1.80 Million",0,13,541,9379
"03-06-2019","22--1--38--32--18--34","1--18--22--32--34--38","$1.70 Million",0,7,475,7790
"03-02-2019","12--17--23--43--13--27","12--13--17--23--27--43","$1.60 Million",0,14,613,10061
"02-27-2019","43--6--19--12--34--4","4--6--12--19--34--43","$1.50 Million",0,9,573,8650
"02-23-2019","37--16--6--1--34--18","1--6--16--18--34--37","$1.40 Million",0,13,524,8570
"02-20-2019","3--15--23--19--10--40","3--10--15--19--23--40","$1.30 Million",0,6,477,8373
"02-16-2019","26--30--10--24--23--8","8--10--23--24--26--30","$1.20 Million",0,11,591,10101
"02-13-2019","13--3--4--36--39--22","3--4--13--22--36--39","$1.10 Million",0,8,434,7601
"02-09-2019","39--12--1--18--30--21","1--12--18--21--30--39","$1.00 Million",0,8,477,7924
"02-06-2019","6--8--22--32--16--24","6--8--16--22--24--32","$1.30 Million",1,10,549,7721
"02-02-2019","1--40--38--8--31--16","1--8--16--31--38--40","$1.20 Million",0,12,532,7873
"01-30-2019","21--8--23--41--27--42","8--21--23--27--41--42","$1.10 Million",0,7,463,6907
"01-26-2019","8--1--38--10--44--11","1--8--10--11--38--44","$1.00 Million",0,6,527,8430
"01-23-2019","44--41--42--1--3--8","1--3--8--41--42--44","$1.70 Million",1,13,454,7888
"01-19-2019","41--18--33--10--27--34","10--18--27--33--34--41","$1.60 Million",0,11,500,8224
"01-16-2019","33--30--37--29--26--7","7--26--29--30--33--37","$1.50 Million",0,15,418,7787
"01-12-2019","3--6--1--24--21--39","1--3--6--21--24--39","$1.40 Million",0,13,471,7724
"01-09-2019","33--10--44--31--21--15","10--15--21--31--33--44","$1.30 Million",0,6,462,7944
"01-05-2019","34--20--15--29--26--10","10--15--20--26--29--34","$1.20 Million",0,7,529,8313
"01-02-2019","30--42--22--4--13--26","4--13--22--26--30--42","$1.10 Million",0,10,460,7441
"12-29-2018","11--22--27--37--44--26","11--22--26--27--37--44","$1.00 Million",0,7,552,8424
"12-26-2018","16--10--39--27--7--22","7--10--16--22--27--39","$2.90 Million",1,21,700,10344
"12-22-2018","13--30--21--19--28--9","9--13--19--21--28--30","$2.80 Million",0,19,693,11124
"12-19-2018","6--23--43--7--27--10","6--7--10--23--27--43","$2.70 Million",0,21,687,10161
"12-15-2018","10--29--17--31--21--28","10--17--21--28--29--31","$2.60 Million",0,10,637,10200
"12-12-2018","26--27--15--34--20--35","15--20--26--27--34--35","$2.50 Million",0,10,533,8994
"12-08-2018","43--13--21--11--15--29","11--13--15--21--29--43","$2.40 Million",0,12,620,9924
"12-05-2018","22--19--42--39--13--35","13--19--22--35--39--42","$2.30 Million",0,13,562,9280
"12-01-2018","14--27--7--36--37--15","7--14--15--27--36--37","$2.20 Million",0,15,603,9488
"11-28-2018","15--27--24--10--8--34","8--10--15--24--27--34","$2.10 Million",0,8,539,8513
"11-24-2018","1--39--8--17--15--40","1--8--15--17--39--40","$2.00 Million",0,9,525,8405
"11-21-2018","9--41--25--31--2--22","2--9--22--25--31--41","$1.90 Million",0,17,584,9125
"11-17-2018","2--14--18--19--6--17","2--6--14--17--18--19","$1.80 Million",0,23,577,9199
"11-14-2018","7--27--6--10--38--4","4--6--7--10--27--38","$1.70 Million",0,12,556,8727
"11-10-2018","43--19--37--40--10--7","7--10--19--37--40--43","$1.60 Million",0,8,577,8762
"11-07-2018","25--6--44--31--12--23","6--12--23--25--31--44","$1.50 Million",0,9,572,8607
"11-03-2018","17--15--40--44--32--29","15--17--29--32--40--44","$1.40 Million",0,12,514,8303
"10-31-2018","16--29--15--32--26--19","15--16--19--26--29--32","$1.30 Million",0,8,468,7628
"10-27-2018","10--12--28--39--1--20","1--10--12--20--28--39","$1.20 Million",0,14,600,9379
"10-24-2018","20--9--15--40--1--44","1--9--15--20--40--44","$1.10 Million",0,15,679,10761
"10-20-2018","16--22--17--11--13--40","11--13--16--17--22--40","$1.00 Million",0,11,680,10860
"10-17-2018","39--5--20--10--2--36","2--5--10--20--36--39","$4.40 Million",1,14,867,14389
"10-13-2018","9--19--42--8--12--39","8--9--12--19--39--42","$4.30 Million",0,19,854,13662
"10-10-2018","33--13--4--36--20--40","4--13--20--33--36--40","$4.20 Million",0,14,765,12185
"10-06-2018","42--44--17--35--8--31","8--17--31--35--42--44","$4.10 Million",0,16,781,12202
"10-03-2018","14--1--39--16--40--6","1--6--14--16--39--40","$4.00 Million",0,14,711,12024
"09-29-2018","26--12--28--44--6--4","4--6--12--26--28--44","$3.90 Million",0,19,818,12251
"09-26-2018","37--2--14--31--24--43","2--14--24--31--37--43","$3.80 Million",0,17,644,10475
"09-22-2018","35--37--6--32--38--16","6--16--32--35--37--38","$3.70 Million",0,19,691,10990
"09-19-2018","13--14--26--6--17--18","6--13--14--17--18--26","$3.60 Million",0,12,649,11085
"09-15-2018","23--18--42--34--2--6","2--6--18--23--34--42","$3.50 Million",0,12,715,10892
"09-12-2018","44--29--22--5--6--12","5--6--12--22--29--44","$3.40 Million",0,15,683,11083
"09-08-2018","18--10--28--1--19--15","1--10--15--18--19--28","$3.30 Million",0,10,745,11301
"09-05-2018","42--26--19--23--30--2","2--19--23--26--30--42","$3.20 Million",0,13,666,10202
"09-01-2018","29--39--2--4--22--12","2--4--12--22--29--39","$3.10 Million",0,16,781,11312
"08-29-2018","7--1--23--2--24--10","1--2--7--10--23--24","$3.00 Million",0,24,727,11185
"08-25-2018","42--5--30--28--20--16","5--16--20--28--30--42","$2.90 Million",0,12,661,10368
"08-22-2018","5--38--40--20--13--37","5--13--20--37--38--40","$2.80 Million",0,12,560,9468
"08-18-2018","40--14--27--12--21--33","12--14--21--27--33--40","$2.70 Million",0,16,641,10172
"08-15-2018","33--36--35--29--17--40","17--29--33--35--36--40","$2.60 Million",0,9,519,8790
"08-11-2018","18--14--16--35--15--12","12--14--15--16--18--35","$2.50 Million",0,8,602,9496
"08-08-2018","9--39--29--13--43--42","9--13--29--39--42--43","$2.40 Million",0,7,568,9183
"08-04-2018","16--19--3--31--27--39","3--16--19--27--31--39","$2.30 Million",0,14,657,10205
"08-01-2018","28--31--5--34--20--25","5--20--25--28--31--34","$2.20 Million",0,16,571,8897
"07-28-2018","27--31--3--7--15--28","3--7--15--27--28--31","$2.10 Million",0,15,663,10071
"07-25-2018","30--11--1--25--40--41","1--11--25--30--40--41","$2.00 Million",0,12,551,8947
"07-21-2018","41--31--35--36--34--28","28--31--34--35--36--41","$1.90 Million",0,11,464,8469
"07-18-2018","41--35--40--27--21--2","2--21--27--35--40--41","$1.80 Million",0,15,525,8509
"07-14-2018","12--8--24--5--30--1","1--5--8--12--24--30","$1.70 Million",0,18,741,9812
"07-11-2018","13--34--16--28--36--17","13--16--17--28--34--36","$1.60 Million",0,7,449,7715
"07-07-2018","14--7--18--13--17--37","7--13--14--17--18--37","$1.50 Million",0,11,534,8599
"07-04-2018","31--6--22--9--26--10","6--9--10--22--26--31","$1.40 Million",0,8,524,8375
"06-30-2018","4--16--11--3--26--24","3--4--11--16--24--26","$1.30 Million",0,7,619,8973
"06-27-2018","25--7--10--39--43--34","7--10--25--34--39--43","$1.20 Million",0,11,460,7140
"06-23-2018","40--16--5--20--18--11","5--11--16--18--20--40","$1.10 Million",0,6,525,8013
"06-20-2018","9--5--16--26--37--18","5--9--16--18--26--37","$1.00 Million",0,11,429,7676
"06-16-2018","11--13--4--15--12--30","4--11--12--13--15--30","$2.90 Million",1,13,681,10871
"06-13-2018","43--34--19--6--41--12","6--12--19--34--41--43","$2.80 Million",0,10,636,9412
"06-09-2018","6--16--44--35--5--27","5--6--16--27--35--44","$2.70 Million",0,12,613,10024
"06-06-2018","11--14--36--40--24--13","11--13--14--24--36--40","$2.60 Million",0,9,591,9357
"06-02-2018","34--21--42--7--12--36","7--12--21--34--36--42","$2.50 Million",0,17,680,10230
"05-30-2018","3--36--25--21--16--43","3--16--21--25--36--43","$2.40 Million",0,13,563,8756
"05-26-2018","7--15--14--31--23--32","7--14--15--23--31--32","$2.30 Million",0,14,600,9548
"05-23-2018","20--21--34--42--4--41","4--20--21--34--41--42","$2.20 Million",0,9,466,8332
"05-19-2018","30--39--27--35--6--19","6--19--27--30--35--39","$2.10 Million",0,15,618,9232
"05-16-2018","44--31--10--1--20--43","1--10--20--31--43--44","$2.00 Million",0,16,532,8888
"05-12-2018","40--43--18--20--32--16","16--18--20--32--40--43","$1.90 Million",0,17,561,8876
"05-09-2018","7--24--3--16--28--31","3--7--16--24--28--31","$1.80 Million",0,12,598,9184
"05-05-2018","1--2--5--23--10--13","1--2--5--10--13--23","$1.70 Million",0,19,714,10064
"05-02-2018","24--33--35--14--28--41","14--24--28--33--35--41","$1.60 Million",0,14,487,7877
"04-28-2018","6--26--34--19--8--36","6--8--19--26--34--36","$1.50 Million",0,4,579,9013
"04-25-2018","9--43--28--41--33--35","9--28--33--35--41--43","$1.40 Million",0,5,516,7789
"04-21-2018","6--19--16--8--25--3","3--6--8--16--19--25","$1.30 Million",0,20,604,9489
"04-18-2018","34--30--21--23--10--37","10--21--23--30--34--37","$1.20 Million",0,10,491,7725
"04-14-2018","11--13--4--21--39--40","4--11--13--21--39--40","$1.10 Million",0,8,626,9045
"04-11-2018","44--17--7--26--14--27","7--14--17--26--27--44","$1.00 Million",0,12,560,8075
"04-07-2018","2--35--7--18--16--11","2--7--11--16--18--35","$1.90 Million",1,17,653,10418
"04-04-2018","6--20--17--3--4--7","3--4--6--7--17--20","$1.80 Million",0,8,636,9816
"03-31-2018","26--37--32--21--43--8","8--21--26--32--37--43","$1.70 Million",0,12,661,9993
"03-28-2018","28--37--11--27--2--35","2--11--27--28--35--37","$1.60 Million",0,9,560,8871
"03-24-2018","11--10--26--13--44--21","10--11--13--21--26--44","$1.50 Million",0,6,646,9931
"03-21-2018","20--10--27--25--38--19","10--19--20--25--27--38","$1.40 Million",0,9,538,8501
"03-17-2018","2--40--33--43--23--29","2--23--29--33--40--43","$1.30 Million",0,13,540,9037
"03-14-2018","36--7--28--24--19--13","7--13--19--24--28--36","$1.20 Million",0,13,607,8946
"03-10-2018","34--5--23--19--13--22","5--13--19--22--23--34","$1.10 Million",0,8,550,9193
"03-07-2018","32--13--3--27--7--12","3--7--12--13--27--32","$1.00 Million",0,20,629,9025
"03-03-2018","31--26--4--39--41--24","4--24--26--31--39--41","$1.30 Million",1,6,608,9097
"02-28-2018","25--12--28--8--16--6","6--8--12--16--25--28","$1.20 Million",0,28,607,9242
"02-24-2018","37--7--27--19--24--42","7--19--24--27--37--42","$1.10 Million",0,10,591,8925
"02-21-2018","21--3--1--5--27--8","1--3--5--8--21--27","$1.00 Million",0,28,636,8989
"02-17-2018","8--12--1--25--36--27","1--8--12--25--27--36","$2.40 Million",1,12,667,10473
"02-14-2018","33--11--15--1--43--36","1--11--15--33--36--43","$2.30 Million",0,7,588,9478
"02-10-2018","31--5--28--12--34--4","4--5--12--28--31--34","$2.20 Million",0,13,643,10122
"02-07-2018","29--31--13--12--22--26","12--13--22--26--29--31","$2.10 Million",0,19,555,9238
"02-03-2018","5--35--13--21--30--42","5--13--21--30--35--42","$2.00 Million",0,17,649,10320
"01-31-2018","38--1--33--19--20--37","1--19--20--33--37--38","$1.90 Million",0,14,513,8504
"01-27-2018","38--23--17--31--4--7","4--7--17--23--31--38","$1.80 Million",0,16,625,9866
"01-24-2018","23--40--1--24--27--37","1--23--24--27--37--40","$1.70 Million",0,7,475,8386
"01-20-2018","40--41--6--16--13--44","6--13--16--40--41--44","$1.60 Million",0,9,615,9265
"01-17-2018","17--31--44--16--13--11","11--13--16--17--31--44","$1.50 Million",0,14,463,7875
"01-13-2018","39--31--5--17--18--19","5--17--18--19--31--39","$1.40 Million",0,12,530,8575
"01-10-2018","38--13--7--8--16--10","7--8--10--13--16--38","$1.30 Million",0,8,560,8769
"01-06-2018","31--21--8--36--7--27","7--8--21--27--31--36","$1.20 Million",0,21,689,10556
"01-03-2018","22--29--27--37--19--21","19--21--22--27--29--37","$1.10 Million",0,16,553,9389
"12-30-2017","1--38--3--22--25--4","1--3--4--22--25--38","$1.00 Million",0,13,665,10884
"12-27-2017","33--14--5--11--34--30","5--11--14--30--33--34","$7.30 Million",1,20,1080,18066
"12-23-2017","22--23--38--6--11--13","6--11--13--22--23--38","$7.10 Million",0,21,1383,21382
